,date,title,target
12961,2020-09-28,με περιστέρια θα γεμίσει τις πλατείες της χώρας η πολιτική προστασία ως έσχατο μέτρο απώθησης των πολιτών,1
4185,2020-09-29,"ναγκόρνο-καραμπάχ, εύκολο διπλό από ημίχρονο",1
2452,2020-09-29,"επίθεση από βορειομακεδόνες χάκερς δέχτηκε το υπουργείο εξωτερικών, έβαζαν τον χαρακτηρισμό «ιστορική» σε συμφωνίες",1
2491,2020-09-30,"τήρησε την κρητική παράδοση ο μάικ πομπέο, οδήγησε μεθυσμένος μετά το δείπνο του με τον πρωθυπουργό",1
2524,2020-09-30,τρεις ώρες έξτρα προπόνησης βρισιών προς το μπαλάκι έκανε ο στέφανος τσιτσιπάς μετά τη νίκη του στο ρολάν γκαρός,1
2602,2020-10-01,από την υπέρκομψη εμφάνιση της μαρέβας μητσοτάκη προερχόταν τελικά η χθεσινή λάμψη στην ακρόπολη,1
2571,2020-10-01,"υποχρεωτικό το αρνητικό τεστ κορονοϊού στα πρώτα ραντεβού, σύμφωνα με το υπουργείο υγείας",1
18429,2020-10-01,υποχρεωμένα να παίζουν καζαντζίδη τα αστικά λεωφορεία μετά τη συμφωνία με τα κτελ,1
12962,2020-10-02,"βρέθηκε η χρυσή τομή στην εκπαίδευση, μέσω τηλεδιάσκεψης θα διεξάγονται πλέον τα συλλαλητήρια και οι καταλήψεις",1
17879,2020-10-03,τη δυνατότητα τηλεκαταλήψεων από το σπίτι ανακοίνωσε το υπουργείο παιδείας,1
9604,2020-10-05,τη χειρότερη εμπειρία της σύντομης ζωής του περνάει στο σώμα του ντόναλντ τραμπ ο κορονοϊός,1
18607,2020-10-06,"κάπως πιο σέξι ο ευκλείδης τσακαλώτος μετά τις πρόσφατες παρεμβάσεις του, λέει η σκάρλετ γιοχάνσεν",1
10190,2020-10-06,"αρνείται να ξαναμείνει στο ίδιο κελί με τον λαγό ο ν. μιχαλολιάκος, καλύτερα με παππά κι ας φωνάζει «ράους!» μες στο βράδυ",1
12966,2020-10-06,"ανατροπή: μόνο οι βατραχάνθρωποι θα παρελάσουν τελικά, αφού διαθέτουν ήδη μάσκες και αναπνευστήρες",1
12978,2020-10-07,στις τρύπες τους επιστρέφουν μέχρι νεοτέρας 440.894 συμπολίτες μας,1
12965,2020-10-07,"αναταραχές στις φυλακές κορυδαλλού, δεν θέλουν τους ναζί στο περιβάλλον τους οι κρατούμενοι",1
4233,2020-10-08,"ξυπνάτε έλληνες, η κυβέρνηση αγοράζει νέφος από τον μπιλ γκέιτς",1
12993,2020-10-08,μητέρα του έχει το προνόμιο να αποκαλεί πλέον την μάγδα φύσσα το σύνολο της ελλάδας,1
11852,2020-10-09,αλλού κοιτάζει ο σαρούνας γιασικεβίτσιους όταν σουτάρει τρίποντο ο νικ καλάθης,1
18796,2020-10-09,τραγωδία στην εκάλη: νεαρός ανακοίνωσε στους γονείς του ότι θέλει να γίνει ψυκτικός,1
16638,2020-10-09,συνελήφθη ασυνείδητος που κάπνιζε μία τζούρα από στριφτά τσιγάρα και τα άφηνε σε τασάκια μπαρ,1
18776,2020-10-10,κοντονής: «μού είπαν να διαλέξω ανάμεσα στη διαγραφή ή το να δω όλες τις ομιλίες του αλέξη τσίπρα»,1
18281,2020-10-11,κυριάκος μητσοτάκης: για να εξουδετερώσω τον ρουβίκωνα θα τριπλασιάσω την τιμή της μπογιάς,1
16639,2020-10-12,27χρονος χωρίς φίλους ανυπομονεί να φτάσει το όριο στην εστίαση στο ένα άτομο ανά τραπέζι,1
12386,2020-10-12,κίνημα antifa κατά του αριστερού φασισμού ιδρύει ο άρης πορτοσάλτε,1
16640,2020-10-13,νόμιμη πλέον η ευθανασία για όσους δυσκολεύονται να ανοίγουν χάρτινες συσκευασίες γάλακτος,1
10986,2020-10-13,"έξαλλος με τον πατέρα του ο θάνος πλεύρης, ψιθύρισε στην εξώπορτα τα παράπονά του τα ξημερώματα",1
4281,2020-10-14,το σφηνάκι κατευθείαν από αφαλό είναι σαφώς πιο νόστιμο,1
8500,2020-10-14,κανονικά θα έρθει στη χώρα μας το νέο iphone 12 5g με ενσωματωμένο κορονοϊό,1
18521,2020-10-14,σκληραίνει τη στάση της η αθήνα: με τραγούδια της νατάσας μποφίλιου θα επιχειρήσει το πολεμικό ναυτικό να απομακρύνει το oruc reis,1
8454,2020-10-15,"στα όρια της χρεωκοπίας ο τζωρτζ σόρος, σκέφτεται σοβαρά να απολύσει τρεις πρωθυπουργούς και δύο προέδρους",1
8451,2020-10-16,όποια ομάδα έχει περισσότερους ζωντανούς παίκτες με το πέρας της σεζόν θα κατακτήσει τελικά την ευρωλίγκα,1
8408,2020-10-16,χίπστερ λοιμωξιολόγος δεν έχει βγει ακόμα στην τηλεόραση,1
18090,2020-10-17,"τουρκική προκλητικότητα: αποφασισμένη η ε.ε να μην καθίσει με σταυρωμένα τα χέρια, ίσως να τα βάλει στις τσέπες",1
18060,2020-10-18,την ισόβια παραμονή του σπύρου παπαδόπουλου στο «στην υγειά μας» αποφάσισε η βουλή,1
1558,2020-10-19,τα μαθήματά του διάβασε μηχανικά 43χρονος που άκουσε στην τηλεόραση το σήμα της αθλητικής κυριακής,1
16643,2020-10-19,"βαρέθηκε να προστατεύει τους παπάδες ο θεός, σκοπεύει να τους αφήσει να κολλήσουν όλοι κορονοϊό",1
17860,2020-10-19,γάτα εκτιμάται ότι οδηγεί το oruc reis καθώς δεν μπορεί να αποφασίσει αν θέλει να μείνει μέσα ή έξω από την υφαλοκρηπίδα,1
1532,2020-10-20,αρνείται να αποχωριστεί το αγαπημένο του μπιστρό στις βρυξέλλες ο γιάννης λαγός,1
4315,2020-10-20,"με έχουν βοηθήσει χρυσαυγίτες να περάσω το δρόμο πολλές φορές, είναι καλά παιδιά",1
18088,2020-10-20,ανεβαίνουν οι τόνοι: unfollow έκανε η ελλάδα την τουρκία στο facebook,1
1291,2020-10-21,"η αυστηρή σύσταση χαρδαλιά προς τον ολυμπιακό να μην σκοράρει, ο λόγος πίσω από την αλλαγή στάσης του πρωθυπουργού",1
1259,2020-10-21,από την ποδαρίλα φαίνεται πως αρρώστησε τελικά η γάτα της αγίας σοφίας,1
1290,2020-10-22,καλύτερη χρονιά της ιστορίας το 2020 σύμφωνα με τον παγκόσμιο οργανισμό κατοικιδίων,1
1543,2020-10-23,μεταμφιεσμένος σε χίτλερ κατάφερε να περάσει απαρατήρητος από τις αστυνομικές αρχές ο χρήστος παππάς,1
17866,2020-10-23,έτοιμος να διαπραγματευθεί απευθείας με τον κορωνοϊό αν του ζητηθεί δηλώνει ο αλέξης τσίπρας,1
18106,2020-10-23,μέτρα στήριξης από την κυβέρνηση ζητάνε οι διαρρήκτες της χώρας,1
1567,2020-10-23,"«και πώς μου covid εμένα», ο τίτλος της νέας παράστασης του μάρκου σεφερλή",1
4348,2020-10-26,"μπορείτε να πάψετε να είστε αλλήθωροι, προφανώς, με μια απώλεια ματιών",1
1598,2020-10-26,από τα ελληνικά δελτία ειδήσεων ενημερώνεται ο τούρκικος στρατός για την τοποθεσία των αόρατων ελληνικών υποβρυχίων στο καστελλόριζο,1
16645,2020-10-27,42χρονος δικαιολογεί τα πάντα με τη φράση «λόγω της κατάστασης»,1
16644,2020-10-27,αποκλειστικά μεταξύ 00.30 και 05.00 κυκλοφορεί στους δρόμους της αθήνας ο χρήστος παππάς,1
19187,2020-10-27,βυθίστηκε δεξαμενόπλοιο με καλλυντικά με προορισμό τη θεσσαλονίκη,1
8626,2020-10-29,με άφθονη τεκίλα σκοπεύει να σκοτώσει τον κορονοϊό η νίκη κεραμέως,1
8574,2020-10-29,αρχαία τραγωδία θα ερμηνεύσει ο σωτήρης τσιόδρας την επόμενη φορά που θα παραστεί σε ενημέρωση για τον κορονοϊό,1
19287,2020-10-29,μπουχτισμένος με τις φρίκες που συνεχίζουν να γίνονται στο όνομα του δηλώνει ο θεός,1
16668,2020-10-30,32χρονος θα αλλάξει επιτέλους χρονιά στο κρεβάτι του χωρίς τύψεις,1
17892,2020-10-31,"πρόστιμο στον καραγκιόζη για μη χρήση μάσκας επέβαλλαν αστυνομικοί, ισχυρίστηκε ότι έχει πολύ μεγάλη μύτη",1
11183,2020-11-02,με την προσθήκη ηλεκτρικών κουφωμάτων στον παρθενώνα συνεχίζονται οι εργασίες στην ακρόπολη,1
12920,2020-11-02,τρίτη αιτία τραυματισμών για φέτος τα ατυχήματα λόγω των popup «σεβόμαστε την ιδιωτικότητά σας»,1
18887,2020-11-03,ικανοποιημένος με τον εαυτό του χρήστης του facebook που έβαλε σημαία για φωτό προφίλ μετά από τρομοκρατική επίθεση,1
12923,2020-11-03,σκασμένος με το κλείσιμο των μπαρ 29χρονος που έχει να βγει από το σπίτι 3 μήνες,1
12918,2020-11-03,"ικανοποιημένος με τη χθεσινή διασπορά του ο κορονοϊός, θα αρκεστεί σε εκκλησίες και μμμ τον επόμενο μήνα",1
2889,2020-11-04,παραιτήθηκαν όλοι οι επιστήμονες του πλανήτη μετά την δριμεία κριτική κυρανάκη,1
2924,2020-11-04,στο νταχάου κρύβεται σύμφωνα με αστυνομικές πηγές ο χρήστος παππάς,1
12924,2020-11-05,"πως υπάρχουν και χειρότερα αποφάσισε ζευγάρι που ήταν στα πρόθυρα χωρισμού, μαθαίνοντας τα νέα για το lockdown",1
2956,2020-11-05,"κλειδωμένος στον λευκό οίκο παραμένει ο ντόναλντ τραμπ, απειλεί να κρατήσει την ανάσα του μέχρι να σκάσει",1
18340,2020-11-06,οδηγός για το νέο lockdown: ποιες είναι οι διαφορές και οι ομοιότητες με την καραντίνα του μαρτίου,1
3748,2020-11-06,«aν το ακούτε αυτό είστε ακόμα ζωντανοί» η καλή είδηση της ημέρας πλέον από τον εν λευκώ,1
18888,2020-11-06,καταργεί η κυβέρνηση τη φράση «το παιδί μόλις έφυγε» στα ντελιβεράδικα ενόψει του lockdown,1
4397,2020-11-06,"απέτυχα, δεν περίμενα το ανθρώπινο είδος να εξελιχθεί σε τέτοιο φιάσκο",1
18447,2020-11-07,το ενδεχόμενο να πραγματοποιεί συνεντεύξεις ντυμένος σωτήρης τσιόδρας μελετά ο αλέξης τσίπρας,1
19073,2020-11-09,λοιμωξιολόγοι: «μεγάλος ο φόβος ότι οι έλληνες σελέμπριτι θα αρχίσουν να μας ξαναδείχνουν πώς περνάνε στο σπίτι»,1
12925,2020-11-09,τσουχτερά πρόστιμα αναμένονται για όσους δεν ενημέρωσαν μέσω instagram πως είναι πανέτοιμοι για το δεύτερο locdown,1
3726,2020-11-09,67% αύξηση στις εξαγωγές προϊόντων ελιάς αναμένεται ως το τέλος του χρόνου,1
11005,2020-11-10,τηλεφωνική γραμμή ψυχολογικής υποστήριξης πιστών φτιάχνει ο θεός,1
10981,2020-11-10,υπ. ψηφιακής διακυβέρνησης: παρακαλούμε την νίκη κεραμέως να μην επισκέπτεται 9.00 με 14.00 το chatroulette,1
12927,2020-11-11,αδικαιολόγητη επίθεση δέχθηκε η ιστοσελίδα dikaiologitika.gr,1
11019,2020-11-11,από μολυσμένο δικέφαλο αετό ξεκίνησε η διασπορά στην ποδοσφαιρική ομάδα της αεκ,1
19115,2020-11-11,νόμο που θα απαγορεύει στα ζευγάρια να αποκοιμιούνται όταν βλέπουν μαζί σειρές ετοιμάζει η κυβέρνηση,1
8572,2020-11-12,"δεν θα έχουν δικαίωμα να εμβολιαστούν όσοι λένε «πφάιζερ», διευκρίνισε η εταιρεία",1
8605,2020-11-12,"24χρονος κόλλησε κορονοϊό απλώς στέλνοντας sms στο 13033, ολική κατάργησή τους εξετάζει η κυβέρνηση",1
12938,2020-11-13,στη φυλακή 42χρονος που δεν έγραψε «το κλέβω» πριν μοιραστεί δημοσίευση στο facebook,1
12955,2020-11-13,5 φωτογραφίες που θα σας βοηθήσουν να αντέξετε το lockdown,1
10982,2020-11-16,"δρόμους θα κατασκευάζει τα βράδια η κυβέρνηση, εκμεταλλευόμενη την απαγόρευση κυκλοφορίας",1
12956,2020-11-16,επίσκεψη από τον άγιο πέτρο δέχθηκε λοιμωξιολόγος που παραδέχθηκε ότι ο κορονοϊός κολλάει με τη θεία κοινωνία,1
16775,2020-11-17,προθεσμία ως την παρασκευή για τα νήπια να αποδεχθούν τα cookies στο webex,1
19049,2020-11-17,με κωδικό ατομικής άθλησης θα πραγματοποιήσει το κκε την πορεία προς την αμερικανική πρεσβεία,1
10506,2020-11-17,μήνα-μήνα θα το πηγαίνουν τα ημερολόγια του 2021,1
19218,2020-11-18,ενοχλημένα τα παγώνια της χώρας από τη σύγκριση με τον γιάνη βαρουφάκη,1
17920,2020-11-18,ειδικά εκπαιδευμένα περιστέρια επιστρατεύει το υπουργείο παιδείας μετά τα προβλήματα στο σύστημα τηλεκπαίδευσης,1
16783,2020-11-18,υποχρεωτική έκπτωση 30% θα λαμβάνουν οι επιβάτες όταν ο οδηγός ταξί ακούει τράγκα,1
10983,2020-11-19,αναλυτικό σχέδιο του πώς θα τρυπάει η βελόνα του εμβολίου το δέρμα θα παρουσιάσει σήμερα ο βασίλης κικίλιας,1
4443,2020-11-19,αν μπείτε στο webex μεθυσμένοι δουλεύει μια χαρά,1
17971,2020-11-19,συγκινητικο: ένα συλλεκτικό playstation 2 βγάζει σε δημοπρασία ο κώστας καραμανλής για την ενίσχυση των δομών υγείας,1
19106,2020-11-20,ανταγωνισμός για τα εμβόλια: σε συσκευασία δώρου το εμβόλιο της οξφόρδης με συλλεκτική θήκη και δώρο ένα ταξίδι στην κίνα,1
16784,2020-11-20,μόνο με ένα μπουκάλι αντισηπτικό στην παλάμη θα επιτρέπονται πλέον οι χειραψίες,1
18179,2020-11-21,navtex γύρω από ελληνική πολυκατοικία που μόλις έβαλε πετρέλαιο εξέδωσε η τουρκία,1
19205,2020-11-21,"στο σύνταγμα το τραμ μετά από δύο χρόνια, ανακουφισμένοι οι επιβάτες που είχαν ξεχαστεί μέσα",1
18831,2020-11-22,κατέρριψε το ρεκόρ των gipsy kings στα παλαμάκια ο σπύρος παπαδόπουλος,1
16786,2020-11-23,"τουλάχιστον 3 βιζόν θα υποχρεώνονται να υιοθετούν στο εξής οι αρνητές του κορονοϊού, έπειτα από απόφαση της κυβέρνησης",1
10984,2020-11-23,αποκάλυψη: σε θαύμα οφείλεται τελικά η εμφάνιση της παναγίας στο κτίριο της βουλής,1
2659,2020-11-24,εκατομμύρια παραγγελίες για το εμβόλιο του φιλότιμου από δεκάδες χώρες,1
2681,2020-11-24,"το φετινό thanksgiving θα είναι ιδιαίτερο, υπενθύμισε ο στέλιος πέτσας",1
17938,2020-11-25,κυβέρνηση: «διαφορετικό το φετινό thanksgiving»,1
2629,2020-11-25,"στη μάχη κατά του κορονοϊού και ο παύλος πολάκης, με βρισιές προσπαθεί να τον διώξει από το σώμα των ασθενών",1
4479,2020-11-25,κάθε νέος γιατρός θα φέρει εκατόμβες νεκρών μαζί του,1
2588,2020-11-26,"άδεια μέχρι το τέλος του 2020 πήρε ο θεός, παρέδωσε τα σκήπτρα στον μαραντόνα",1
2630,2020-11-26,άναρθρες κραυγές υποστηρίζει πλέον το facebook για να βοηθήσει ψυχολογικά τους χρήστες του,1
2658,2020-11-27,τα άγχη του γιώργου μπαμπινιώτη εύχονται να είχαν οι έλληνες πολίτες,1
17966,2020-11-27,καθόλου διαφορετικός δεν αισθάνεται άνδρας που έλαβε το εμβόλιο της οξφόρδης για τον κορωνοϊό,1
18457,2020-11-27,σκληρό: στην κατηγορία ‘επιστημονική φαντασία’ μετέφερε τα βιβλία του γιάνη βαρουφάκη η amazon,1
18625,2020-11-29,κάπως ανήσυχο ότι θα το στείλουν φέτος στα εξάρχεια είναι έλατο του καρπενησίου,1
16789,2020-11-30,μέχρι τις 15 δεκεμβρίου θα μπορούν να δηλώσουν την οικογένεια με την οποία επιθυμούν να περάσουν τα χριστούγεννα όσοι πολίτες έχουν σιχαθεί τη δική τους,1
715,2020-11-30,μόνο αντιδημάρχους θα περιλαμβάνει το big brother την επόμενη τηλεοπτική σεζόν,1
770,2020-12-01,ανησυχία για το αν θα αντέξουν τα παγκόσμια αποθέματα μπανάνας,1
679,2020-12-01,συναυλία για τους κρατούμενους της χρυσής αυγής θα δώσει στις φυλακές το σαββατοκύριακο ο νότης σφακιανάκης,1
17969,2020-12-02,έλληνας που βρέθηκε σε καραντίνα με την πεθερά του ο εφευρέτης του εμβολίου της pfizer,1
818,2020-12-02,δείτε πού θα βρείτε την υπέρκομψη στολή enduro της μαρέβας μητσοτάκη,1
950,2020-12-02,τη δυνατότητα stories προσθέτει το taxisnet,1
991,2020-12-03,nα ζητήσουν οι πολίτες το εμβόλιο από τον άγιο βασίλη προτρέπει το υπουργείο υγείας,1
16790,2020-12-03,σοκ: χαλάκι μπάνιου έπεφτε θύμα bullying από μοκέτα σαλονιού,1
2713,2020-12-04,"παρατσούκλια τελικά τα «σύψας» και «πέτσας», γνωρίστηκαν χρόνια πριν στις φυλακές κορυδαλλού",1
4502,2020-12-04,"δεν αντέχω άλλο να βλέπω τη χώρα μου να υποφέρει, θα κάνω δωρεά για το πρώτο harrods",1
18448,2020-12-07,"χιλιάδες έλληνες θα χρειαστεί να αφαιρεθούν χειρουργικά από τον καναπέ τους μετά τη λήξη του lockdown, λένε οι ειδικοί",1
12361,2020-12-07,βρήκε δουλειά δημοσιογράφος που κάνει bold τυχαίες φράσεις μέσα σε παραγράφους,1
16791,2020-12-07,μέλος του ρουβίκωνα τελικά η ανθοδέσμη που διέλυσε ο αστυνομικός στο σημείο που σκότωσαν τον αλέξη γρηγορόπουλο,1
18563,2020-12-08,μέτρα στήριξης για τους σκιέρ της χώρας ανακοίνωσε ο κυριάκος μητσοτάκης,1
3977,2020-12-08,"φωταγωγήθηκε η πλατεία ηρώων αμαρουσίου, έπειτα από την ένταξη του σκέιτμπορντ στα oλυμπιακά αθλήματα",1
16367,2020-12-08,έναν τόνο μεθ δώρισε τελικά στο εσυ ο βαγγέλης μαρινάκης,1
17952,2020-12-08,διχασμένοι εμφανίζονται οι συνωμοσιολόγοι για το ποιο εμβόλιο έχει το καλύτερο τσιπάκι,1
4040,2020-12-09,μέσα στο 2020 η λειτουργία της πρώτης «υγρής αγοράς» της αθήνας,1
4007,2020-12-09,ινδιάνους προσέλαβε το υπουργείο υγείας για την καλύτερη ιχνηλάτηση των κρουσμάτων κορονοϊού,1
4065,2020-12-10,τσιντσιλά αγόρασε ο αλέξης τσίπρας,1
4524,2020-12-10,δεν μπορώ να καταλάβω γιατί τόσο καιρό είναι κλειστές οι ταβέρνες,1
4099,2020-12-11,συγχαρητήριες ανθοδέσμες στέλνει στον εαυτό του ο μιχάλης χρυσοχοΐδης,1
18146,2020-12-11,αυστηρή ανακοίνωση ότι ίσως προχωρήσει και σε άλλες λίγο πιο αυστηρές ανακοινώσεις απηύθυνε το ευρωπαϊκό συμβούλιο στην τουρκία,1
4181,2020-12-14,στα tουρκοβούνια η τελευταία εμφάνιση του μονόλιθου (αποκλειστική φωτογραφία),1
19258,2020-12-14,βυζαντινούς ύμνους θα παίζουν τα κομμωτήρια προκειμένου να ικανοποιηθεί η εκκλησία,1
4137,2020-12-14,του κεφαλιού του σκοπεύει να κάνει ο άγγελος χαριστέας ως αντιπεριφερειάρχης ψηφιακής διακυβέρνησης,1
4547,2020-12-15,"δεν είναι σοβαρά πράγματα αυτά, να πέφτει ξαφνικά η google",1
4206,2020-12-15,ελληνορωμαϊκό υδραγωγείο θα κατασκευαστεί στην ακρόπολη,1
18733,2020-12-16,ακυρώνεται το εκλογικό αποτέλεσμα στις ηπα μετά από διαφωνία έλληνα ταξιτζή,1
4240,2020-12-16,όλα τα φορτηγά της jägermeister επίταξε το υπουργείο υγείας για την ασφαλή μεταφορά των εμβολίων για τον κορονοϊό,1
13044,2020-12-16,βρέφος σε μωρομάντηλα δεν έχει ιδέα ότι θα καταλήξει σε τουαλέτα 57χρονου άντρα,1
1172,2020-12-17,πρόσβαση σε υπολογιστές δημοσιογράφων θα έχουν στο εξής από το μέγαρο μαξίμου για γρηγορότερο έλεγχο των κειμένων,1
15000,2020-12-17,την πανδημία κατηγορεί 29χρονος που δεν έχει κοπέλα τα τελευταία 8 χρόνια,1
17957,2020-12-17,σχέδιο να πει στους συνωμοσιολόγους της χώρας ότι οι μάσκες προστατεύουν από το 5g μελετά η κυβέρνηση,1
14967,2020-12-18,μέχρι την δευτέρα θα πρέπει να δηλώσουν αν είναι χορτοφάγοι οι αστυνομικοί που θα επιτηρούν τα οικογενειακά τραπέζια,1
18372,2020-12-18,ζωντανός βρέθηκε μετά από 20 μέρες άνδρας που περίμενε τις ταχυμεταφορές των ελτα,1
1069,2020-12-21,"αντίδραση στο brexit η μετάλλαξη του κορονοϊού στη μεγάλη βρετανία, ειδικοί επιβεβαιώνουν",1
17890,2020-12-21,εξαρθρώθηκε κύκλωμα ιερέων που μετακινούσε εκκλησίες γεμάτες ηλικιωμένους για να μην εντοπίζονται,1
1105,2020-12-21,καριέρα influencer θα ακολουθήσει ο άδωνις γεωργιάδης μετά την πετυχημένη ανάρτησή του για την αγορά επώνυμου κοστουμιού,1
1139,2020-12-22,"αποκλειστικά σε «εθελοντές» κούρδους, αρμένιους και έλληνες θα δοκιμαστεί η πρώτη φουρνιά εμβολίων στην τουρκία",1
4584,2020-12-22,πού είναι επιτέλους η αντιπολίτευση να αντιδράσει στα όργια της κυβέρνησης;,1
17865,2020-12-23,κικίλιας: με τζάμπολ θα δίνονται τα εμβόλια,1
13657,2020-12-23,"σφηνάκι με τα υγρά του λάστιχου, η νέα μόδα που προτείνουν οι bar guru για το άνοιγμα της εστίασης",1
13690,2020-12-23,μερικές ώρες νωρίτερα θα μπει το 2021 στην ελλάδα για να ολοκληρωθούν έγκαιρα τα ρεβεγιόν μέχρι την απαγόρευση κυκλοφορίας,1
19240,2020-12-23,κίνδυνος ματαίωσης των χριστουγέννων μετά την έκδοση τουρκικής navtex γύρω από το βόρειο πόλο,1
2159,2020-12-24,στην αράχωβα θα εμβολιαστεί συμβολικά ο κυριάκος μητσοτάκης,1
16856,2020-12-24,στενός κλοιός στο κέντρο της αθήνας από την ελας για την αποφυγή του ψαλμού των καλάντων,1
18331,2020-12-24,ερευνα: ακόμα πιο ανυπόφορος αναμένεται να είναι φέτος ο δεξιός θείος σας στο χριστουγεννιάτικο τραπέζι,1
8518,2020-12-31,περιοδείες σε σπίτια πολιτών θα κάνουν αύριο πρωτοχρονιά οι εμβολιασμένοι βουλευτές και υπουργοί,1
17935,2021-01-03,στη μέση του ατλαντικού θεάθηκε να πλέει η βρετανία μετά το brexit,1
18232,2021-01-03,έξαλλος με αυτούς που κάνουν βόλτες στους παραλιακούς δρόμους της χώρας είναι άνδρας που κάνει βόλτα σε παραλιακό δρόμο της χώρας,1
4605,2021-01-04,"μην ανησυχείτε για τίποτα, θα αντιμετωπίσουμε τους πρόσφυγες και τους μετανάστες σαν να είναι άνθρωποι",1
8379,2021-01-05,"πληγωμένοι οι επιδημιολόγοι παγκοσμίως, θεωρούν ότι η δημοσιότητα μετάλλαξε τον κορονοϊό",1
8413,2021-01-05,"σε βαθιά κατάθλιψη η γιάννα αγγελοπούλου, περίμενε πως το 2021 θα είναι η χρονιά της",1
18137,2021-01-06,πλήγμα για τους κατόχους μικροσκοπικών μαγιό τα μέτρα απαγόρευσης για τα θεοφάνεια,1
12916,2021-01-07,τον χορό της βροχής θα χορέψει ο νίκος χαρδαλιάς για να αποσοβήσει την καλοκαιρία του σαββατοκύριακου μπροστά στο φόβο νέου συνωστισμού σε πάρκα και εξοχές,1
8378,2021-01-07,"τεράστια ζημιά στο περιβάλλον, χιλιάδες σταυροί ξέμειναν στις θάλασσες λόγω του ελλιπούς εορτασμού των φώτων",1
719,2021-01-08,απογοητευμένος ο πλανήτης που δε βελτιώθηκε η κατάσταση μόλις έφυγε το 2020,1
18799,2021-01-08,"την κατασκευή τείχους ξεκίνησε το μεξικό, δήλωσε ότι φοβάται πιθανή μετανάστευση του τραμπ στη χώρα",1
12884,2021-01-08,απορεί με την ηλιθιότητα των αμερικάνων 46χρονος έλληνας που πέρασε ένα μήνα ντυμένος μακεδονομάχος,1
682,2021-01-11,μυστηριώδη e-mail για κλεμμένες εκλογές από τον «donald from viva» λαμβάνουν εκατομμύρια χρήστες του διαδικτύου,1
4640,2021-01-11,υπάρχει σπουδαιότερο μάθημα για τα μικρά παιδιά απ' το να μάθουν να αντέχουν το κρύο;,1
18050,2021-01-11,"συντάκτης σατιρικού site δεν ξέρει πού να πρωτοξοδέψει τα λεφτά της λίστας πέτσα, το επίδομα της κουμουνδούρου και τα εμβάσματα του σόρος",1
12882,2021-01-12,εκοιμήθη 29χρονος που έβαλε ταινία μετά τις 10 το βράδυ,1
12881,2021-01-12,"το webex αφορούσε τελικά η οδηγία για άνοιγμα παραθύρου στην εκπαίδευση, κανονικά με κλειστά παράθυρα από σήμερα",1
6378,2021-01-13,3 νέους δημοσιογράφους θα κατασκευάσει το εργοστάσιο του σκαϊ μέσα στο 2021,1
12883,2021-01-13,"θα καθιερωθούν τα πρόστιμα των 300 ευρώ σε όσους πηγαίνουν για μπάνιο τον ιανουάριο και όταν λήξει η πανδημία, πηγές επιβεβαιώνουν",1
3746,2021-01-14,σε λαϊκό προσκύνημα στο υπουργείο υγείας από σήμερα η θαυματουργή δακρυσμένη εικόνα του βασίλη κικίλια,1
3719,2021-01-15,"χνούδια στεγνωτηρίου θα έχουν γίνει μέχρι το 2033 όλα τα ρούχα, καμπανάκι των επιστημόνων",1
12885,2021-01-15,κολοκύθα έγινε 35χρονος που έμεινε έξω μετά τις 9 το βράδυ,1
12891,2021-01-18,σεμινάριο για το πώς θα κάνουν οι πολίτες σωστά ψώνια μέσα σε 2 ώρες θα παραδίδει η βίκυ καγιά,1
12886,2021-01-18,ειδική επιτροπή από μεσήλικες στρέιτ άντρες θα αποφασίζει στο εξής τι συνιστά σεξουαλική παρενόχληση,1
12907,2021-01-19,σε 48ωρη απεργία από σήμερα οι τηλεοπτικοί ρεπόρτερ που καλύπτουν τα ρεπορτάζ για την κακοκαιρία,1
10971,2021-01-19,"σε επίσημη καταγγελία προχωράει ο κυριάκος μητσοτάκης, κανένας δεν του είπε ότι δεν χρειάζεται να βγάλει το πουκάμισό του",1
2686,2021-01-20,"ιστορική πρώτη για τις λέξεις κτεο, εκκλησίες και κομμωτήρια στην ίδια πρόταση",1
2724,2021-01-20,συναυλία των 1000mods μέσα στο καπιτώλιο υπόσχεται ο ντόναλντ τραμπ σε περίπτωση νέας κατάληψής του,1
2719,2021-01-21,το εμβόλιο κατά του κορονοϊού θα είναι το έπαθλο στο επόμενο αγώνισμα του survivor,1
4652,2021-01-21,θεωρώ μικροπρέπεια του τραμπ να μη δώσει το «παρών» στην ορκωμοσία του μπάιντεν,1
4671,2021-01-22,"δεν καταλαβαίνω τις αντιδράσεις, όλοι στο «στην υγειά μας» πλένουμε τα χέρια μας πολύ σχολαστικά",1
2744,2021-01-22,48χρονος επιστήμονας με 3 πτυχία περνάει ώρες ελέγχοντας τα λύματα της αθήνας,1
2753,2021-01-25,"ο ευτύχης μπλέτσας θα ηγηθεί των διερευνητικών επαφών με την τουρκία, λόγω της εμπειρίας του στα τοπικά παζάρια",1
16804,2021-01-25,"ξιφασκία αρχίζει ο άδωνις γεωργιάδης, επιτρέπεται από σήμερα η σχετική δραστηριότητα",1
2692,2021-01-26,τον καθηγητή τσαρλς εξέβιερ όρισε η κυβέρνηση επικεφαλής του δικτύου επιτήρησης για τις μεταλλάξεις του κορονοϊού,1
4832,2021-01-26,"όταν η μαγεία της φύσης συναντήσει την ψυχολογία της ύλης θα επανέλθει η κανονικότητα στον πλανήτη, τονίζουν οι ειδικοί",1
