,date,title,target
51999,2021-10-21,το συμβούλιο της ευρώπης για τις επαναπροωθήσεις στα σύνορα,0
58888,2022-02-15,γονείς ελένης τοπαλούδη για αναβολή δίκης,0
65376,2022-06-06,αυτός είναι ο νέος πρόεδρος της οννεδ,0
50221,2021-09-23,η «λιποταξία των καθηγητών της ιατρικής σχολής από την πανδημία»,0
34002,2020-12-24,ιταλία: αποζημίωση 100 εκ. ευρώ ζητούν συγγενείς θυμάτων covid-19,0
26191,2020-02-05,εμφανίστηκε ο κιμ γιονγκ ουν,0
59302,2022-02-21,απάντηση τσακαλώτου για τις αιχμές κατά τσίπρα,0
33700,2020-12-19,γεννηματά κατά κυβέρνησης για τη δυτική αττική,0
64502,2022-05-24,"η δεπα πλήρωσε τη ρωσία για το φυσικό αέριο, αλλά δεν λέει πώς",0
32486,2020-10-05,"αγγελάκας για τον ξαρχάκο, τον δεληβοριά  τα κοράκια",0
40961,2021-04-20,«κάνουν σεξ στις πιλοτές»: το viral βίντεο με την ατάκα κατοίκου,0
31324,2020-07-14,"δημοκρατία ι.χ. , κράτος α.ε. και στη μέση κιναλ",0
34205,2020-12-29,εμβολιασμοί: από τον «γκρούεζα»... στη σύζυγο χατζηδάκη,0
50803,2021-10-02,όργιο καταστολής από την αστυνομία στο πανεκπαιδευτικό,0
36889,2021-02-10,στέλεχος της εθνικής αρχής διαφάνειας στο πλευρό του μητσοτάκη,0
63941,2022-05-16,αθήνα – θεσσαλονίκη σε λιγότερο από 4 ώρες,0
29908,2020-06-13,μήνυμα του πάπα φραγκίσκου,0
34954,2021-01-11,φιάσκο ο διαγωνισμός για την πιστοποίηση λογιστών και δικηγόρων,0
30641,2020-06-25,επιδρομή βρούτση κατά επαγγελματιών,0
28805,2020-05-19,εφιάλτης η επιστροφή στην «κανονικότητα» για τους καταστηματάρχες,0
61545,2022-03-31,πάτρα: παραιτήθηκε και ο νέος δικηγόρος από την υπεράσπιση,0
68500,2022-08-03,ί. γιόχανσον: εάν φεύγετε από τον πόλεμο του πούτιν,0
60351,2022-03-13,υποικ ρωσίας: τα μισά συναλλαγματικά αποθέματα της ρωσίας,0
39235,2021-03-22,πάνε πίσω οι εκλογές,0
27772,2020-04-24,τέλος η καραντίνα για τα χωριά της καστοριάς,0
57945,2022-01-27,κορονοϊός: προς χαλάρωση των μέτρων που αφορούν εστίαση και,0
71304,2022-11-04,περικλής κοροβέσης: παράπλευρες καθημερινές απώλειες,0
46870,2021-07-29,"ford: goodwood festival of speed, οδηγική απόλαυση, ηλεκτροκίνηση",0
42007,2021-05-08,συρία: οι μάχες στην ντεράα προκάλεσαν τον εκτοπισμό αμάχων,0
61617,2022-04-01,"η «ομικρον» απειλεί με  μπλακ άουτ εσυ, δημόσιο και επιχειρήσεις",0
27049,2020-04-13,κι άλλος «γαλάζιος» αυτοδιοικητικός σε λειτουργία,0
34140,2020-12-28,η ρουμανική επανάσταση του δεκέμβρη 1989,0
60467,2022-03-15,ξεκόβει τη συζήτηση για συγκυβέρνηση νδ - κιναλ ο ανδρουλάκης,0
39795,2021-03-31,δεκάδες κρούσματα κορονοϊού και έκτακτα μέτρα στο άγιον όρος,0
51334,2021-10-12,μεγαλύτερη αυτονομία για τα ηλεκτρικά peugeot,0
41669,2021-05-02,βαυαρία: έκρηξη σε κτίριο με πολλούς τραυματίες,0
29619,2020-06-04,ο τζον χιούστον σκηνοθετεί ένα σενάριο του τρούμαν καπότε,0
36336,2021-02-02,με μολύβδινα σκάγια στο στομάχι βρέθηκαν τέσσερα φλαμίνγκο,0
55174,2021-12-11,λινού: « τα τιμωρητικά μέτρα δεν λειτουργούν»,0
68175,2022-07-28,«δακρύζω με τη μαυρίλα – κάηκε το 23% του δάσους» λέει ο,0
53281,2021-11-11,ο ιδιωτικός τομέας της υγείας θα συμβάλλει «όταν κριθεί αναγκαίο»,0
41695,2021-05-03,«ταξίδι στο σταυρό του νότου»: διαδικτυακές προβολές,0
66658,2022-06-30,υπόθεση novartis: στο ειδικό δικαστήριο παραπέμπονται,0
41777,2021-05-04,"οι ταινίες της ημέρας, σήμερα δευτέρα 5 απριλίου",0
52443,2021-10-28,το facebook έγινε «meta» και αλλάζει ταυτότητα,0
28472,2020-05-13,μαυρουδής προς άδωνι και αρθρογραφο liberal: ντροπή σας!,0
57710,2022-01-24,στο έλεος του επιτελικού χάους,0
52602,2021-10-31,εκπομπή tvxs.gr: τραγούδια των ρομά και για ρομά,0
46397,2021-07-21,η νδ και ο αντετοκούνμπο,0
46165,2021-07-17,"τζον κολτρέιν, ο πρωτοπόρος «άγιος» της τζαζ",0
69611,2022-08-25,ο οικονόμου άφησε ανοικτό το σενάριο ρωσικής εμπλοκής,0
42094,2021-05-09,εργαστήριο για νέους: ένας ήρωας σε αναζήτηση ταυτότητας,0
29004,2020-05-21,εργαζόμενες μητέρες: «υποζύγια» και στο lockdown,0
54205,2021-11-26,"παρουσίαση βιβλίου:  «εργασιακός εκφοβισμός,  νίκησέ τον»",0
70983,2022-10-08,φωτιά σε δάσος στο χωριό ορεινή των σερρών,0
48098,2021-08-19,καμπανάκι από ecdc για τον κορονοϊό: ποιες περιοχές στο κόκκινο,0
62429,2022-04-17,η hyundai εγκαινίασε το πρώτο της εργοστάσιο στη νa ασία,0
64289,2022-05-20,βίντεο ντοκουμέντο από τη σφαγή στην μπούτσα,0
45572,2021-07-07,οι tiger lillies στο ηρώδειο,0
69096,2022-08-17,guardian για τους πρόσφυγες στον έβρο: η ανθρώπινη ζωή,0
32486,2020-10-05,"αγγελάκας για τον ξαρχάκο, τον δεληβοριά  τα κοράκια",0
49814,2021-09-16,οι ταινίες της εβδομάδας: κλίντ ίστγουντ και μαθήματα περσικών,0
50742,2021-10-01,από που προήλθε ο κοροναϊός;,0
62940,2022-04-26,«το ημερολόγιο ενός τρελού» στο θέατρο επί κολωνώ,0
64792,2022-05-27,κύπρος: έδεσαν και έσυραν 34χρονη προσπαθώντας να την απαγάγουν,0
43695,2021-06-07,έκτακτη συνεδρίαση των λοιμωξιολόγων,0
45035,2021-06-29,ούτε αύξηση κατώτατου ούτε μείωση φορολογίας για μισθωτούς,0
51237,2021-10-11,αυτό είναι το «ρήγμα» στους ανεμβολίαστους,0
67076,2022-07-07,βραζιλία: δημοσκοπικό προβάδισμα σίλβα έναντι του μπολσονάρου,0
33595,2020-12-17,τι - πραγματικά - συμβαίνει στη δυτική αττική,0
52966,2021-11-06,δωρεάν self tests και πάλι από τα φαρμακεία της θεσσαλονίκης,0
55177,2021-12-12,"super league 2 έβδομη αγωνιστική: αποτελέσματα, βαθμολογίες",0
41286,2021-04-26,σάλος στην βρετανία με τη δήλωση του μπόρις τζόνσον,0
67769,2022-07-21,ηλεία: μεγάλη φωτιά στην άγναντα πηνείας,0
25986,2020-01-06,ο αλκίνοος ιωαννίδης live από τον φάρο του κπiσν,0
43237,2021-05-29,κολομβία: ο στρατός στους δρόμους ενάντια στην κοινωνική οργή,0
55312,2021-12-14,ο ν. ανδρουλάκης στην αγκαλιά των εκσυγχρονιστών,0
62427,2022-04-17,μετά το συνέδριο: ιδού πεδίον δόξης λαμπρόν,0
63727,2022-05-08,έμπλεξαν τα καλώδιά τους στην “μαξίμου α.ε.”,0
30734,2020-06-27,ένωση πληροφορικών ελλάδας: η κυβέρνηση σπαταλά 48 εκ.ευρώ,0
70197,2022-09-04,ποιες είναι οι κόρες του πούτιν που απειλούνται με κυρώσεις,0
27845,2020-04-26,η επιτελική ομάδα που μοιάζει με μπουλούκι,0
35313,2021-01-16,ξεκίνησε σήμερα ο εμβολιασμός των ατόμων άνω των 85 ετών,0
35622,2021-01-21,θεσσαλονίκη: ανταλλαγή πυροβολισμών σε κεντρικό δρόμο,0
29229,2020-05-25,το twitter ψάχνει τη «νότια ζηλανδία» του κυριάκου μητσοτάκη,0
67497,2022-07-17,νεκρά και τα οχτώ μέλη του πληρώματος του αντόνοφ,0
60107,2022-03-05,δίκη για δολοφονία ζακ: ένοχοι κοσμηματοπώλης και μεσίτης,0
64206,2022-05-19,ερτ: «καρφί» onair κατά μητσοτάκη  για τη γενοκτονία των ποντίων,0
58963,2022-02-16,το ευρωπαϊκό δικαστήριο έδωσε έγκριση για περικοπή κονδυλίων σε,0
65063,2022-06-01,ιταλία - έκκληση των γιατρών: «τα νοσοκομεία μας γονατίζουν»,0
31350,2020-07-14,τι απαντά το υπ. προστασίας του πολίτη για τον βασίλη μάγγο,0
45284,2021-07-02,"κοροναϊός: 733 νέα κρούσματα, 21 θάνατοι και 262  διασωληνωμένοι",0
47430,2021-08-07,"γιατρός αντί να εμβολιάζει, πετούσε τις δόσεις στα σκουπίδια",0
70836,2022-10-05,βίντεο από την στιγμή της δολοφονίας του έιντριαν πέιν,0
52291,2021-10-25,επιδεινώθηκε η υγεία της φώφης γεννηματά,0
50455,2021-09-27,"ατρόμητος-άρης 1-3, 4η αγωνιστική super league",0
58198,2022-02-01,«νομοτελειακά η όμικρον θα εκτοπίσει τη δέλτα»,0
66482,2022-06-28,έσπασαν την απεργία στην ερτ μέσω ερτ3,0
42903,2021-05-23,"κορονοϊός: κάτω από 1.000 κρούσματα, αλλά με λίγα τεστ",0
69040,2022-08-16,ρεπορτάζ του bbc για τους πρόσφυγες στον έβρο αφήνει αιχμές,0
64175,2022-05-19,γιούροβα για slapps: οι δημοσιογράφοι,0
31000,2020-07-04,το 500αράκι έγινε παιχνίδι για παιδιά,0
36890,2021-02-10,κεραμέως: θα πατάξουμε τους θύλακες φασισμού μέσα στα σχολεία,0
43789,2021-06-09,η προσωρινή διαταγή για την κηδεία του μίκη θεοδωράκη,0
39467,2021-03-26,κατοχή και αποζημιώσεις στη γερμανική βουλή,0
47307,2021-08-05,βόλος-αελ 3-1 για την 6η των play-out,0
52347,2021-10-26,tο νέο υβριδικό honda hr-v e:hev καίει λιγότερο στην πόλη,0
64082,2022-05-18,εξαφανίστηκε η ανάρτηση του ευρωκοινοβουλίου που υιοθετούσε,0
70019,2022-09-01,υπουργείο υγείας: 300 κλίνες covid του ιδιωτικού τομέα στη μάχη,0
58639,2022-02-08,υπερδιπλασιασμός χρεώσεων για τα σταθερά τιμολόγια της δεη,0
68393,2022-08-02,το έπος του σαχλαμαράκια,0
67659,2022-07-20,συριζα για κυβέρνηση: δίνουν συγχαρητήρια στον εαυτό τους,0
29242,2020-05-26,η οδύσσεια των προσφύγων στο φεστιβάλ ντοκιμαντέρ θεσσαλονίκης,0
42645,2021-05-19,το νησάκι του αγίου νικολάου στο ατελείωτο γαλάζιο της ιθάκης,0
49981,2021-09-19,να αποφυλακιστούν ζητούν οι χρυσαυγίτες γρέγος και αποστόλου,0
37054,2021-02-12,από την τηλεόραση έμαθε ότι νοσεί από την παραλλαγή «όμικρον»,0
38821,2021-03-15,κινητή δημοσιογραφία - του παντελή μπουκάλα,0
53639,2021-11-17,δόγμα πορτοσάλτε,0
38334,2021-03-06,η προετοιμασία της εθνικής μπάσκετ,0
69343,2022-08-22,έκτακτο κυσεα την τρίτη για τον έβρο - συζητήσεις για αλλαγή,0
45415,2021-07-05,βραζιλία: δεκάδες νεκροί μετά από αστυνομική έφοδο σε φαβέλα,0
52769,2021-11-02,τι σχολιάζουν οι χρήστες του twitter,0
47798,2021-08-14,μήνυση για τα χιλιάδες καμένα ζώα,0
46452,2021-07-22,ο παύλος παυλίδης για μια μοναδική συναυλία,0
29369,2020-05-27,συνέντευξη κούλογλου,0
33705,2020-12-19,πολάκης κατά σ. νικολάου: χτυπάει πρώτη θέση σε υπερτιμολόγηση,0
37271,2021-02-16,επιστολή αλ. τσίπρα στον πρόεδρο της βουλής,0
27277,2020-04-16,κοροναϊός: κανόνες υγιεινής για τη διαχείριση των τροφίμων,0
45299,2021-07-03,παοκ-άρης 2-2 για την 25η αγωνιστική της super league,0
47341,2021-08-06,το κοινωνικό κράτος και οι ανισότητες στην ελλάδα της πανδημίας,0
64062,2022-05-17,παγκόσμια ημέρα κατά της λοατκιφοβίας: όχι» στις «θεραπείες»,0
38168,2021-03-03,"γιάννης αγγελάκας – νίκος βελιώτης, λύκοι στη χώρα των θαυμάτων",0
25841,2020-01-04,τα πρόσωπα της φρίντα κάλο σε μία μοναδική διαδικτυακή έκθεση,0
38269,2021-03-05,γσεε την τρίτη για το εορτασμό της εργατικής πρωτομαγιάς,0
62261,2022-04-14,"δολοφονία καρολάιν: «ψυχορραγούσε στα χέρια του, την δολοφόνησε»",0
67579,2022-07-18,διαμαρτυρία ιεράς συνόδου για τη βάφτιση των παιδιών ομόφυλου,0
43677,2021-06-07,διασωληνώθηκε η 27χρονη που είχε εμβολιαστεί με johnson,0
50754,2021-10-02,ταραντίλης: ο α. τσίπρας«προσπάθησε να ανασκευάσει τη δήλωσή του,0
36782,2021-02-09,γεννηματά: συντηρητικό και ιδεοληπτικό το ασφαλιστικό νομοσχέδιο,0
55512,2021-12-16,ο «επιβάτης»: έκθεση του σον σκάλι στο μουσείο μπενάκη,0
57747,2022-01-25,χιονοθύελλα «ελπιδα»: ελπίζω να βρεθεί ο νουνός...,0
35717,2021-01-22,επιστολή ολυμπιονικών στην παγκόσμια ομοσπονδία ιστιοπλοϊας,0
50873,2021-10-03,τέσσερις ταινίες που αξίζει να δείτε σήμερα τετάρτη,0
50162,2021-09-22,ford mustang mach-e με επιδότηση 6.000 ευρώ,0
47164,2021-08-03,στιγμιότυπα και γκολ από την 13η της super league 2,0
52280,2021-10-25,βουλευτής του μέρα 25 χτυπήθηκε από τα ματ - τι καταγγέλλει,0
47969,2021-08-17,επείγουσα ερώτηση κούλογλου για υποδοχή νέου κύματος προσφύγων,0
34898,2021-01-10,"τί είναι, τελικά, είδηση;",0
63080,2022-04-28,το έπος του γουέμπλεϊ [βίντεο],0
26833,2020-04-05,γραφείο προϋπολογισμού βουλής: ανεργία από 26% έως 30%,0
43745,2021-06-08,μεσσηνία: συνεχίζονται τα προβλήματα με τις φωτιές,0
68250,2022-07-30,bloomberg: η ρωσία στέλνει δισεκατομμύρια στην τουρκία,0
57191,2022-01-16,αυστρία: από την 1η φεβρουαρίου υποχρεωτικός ο εμβολιασμός,0
58931,2022-02-15,οι καπνιστές άνω των 60 ετών έχουν χειρότερες επιδόσεις,0
58598,2022-02-07,πέθανε ο θρύλος της ρέιντζερς άντι γκόραμ,0
68637,2022-08-06,«hola flamenco festival»: η μεγάλη γιορτή του φλαμένκο,0
45695,2021-07-10,μυστική συνάντηση μητσοτάκη - ζάεφ στη σλοβενία,0
70568,2022-10-01,προσλήψεις χιλιάδων εκπαιδευτικών με τρίμηνες συμβάσεις,0
59772,2022-02-28,αύξηση 36% για το ευρωπαϊκό φυσικό αέριο,0
53914,2021-11-22,ηπα: έρευνα για τα κίνητρα του μακελειού στο ουισκόνσιν,0
30661,2020-06-25,ο διαχρονικός σίντνεϊ λουμέτ,0
28736,2020-05-18,έφυγε από τη ζωή ο γάλλος σταρ μισέλ πικολί,0
43457,2021-06-03,αλ. τσίπρας στην ελασσόνα,0
46218,2021-07-18,ματέο σαλβίνι: δεν θέλω να κυνηγήσει κανείς το γιο μου με σύριγγα,0
46562,2021-07-24,κορωνοϊός - θεσσαλονίκη: σταθερό το ιικό φορτίο των λυμάτων,0
29308,2020-05-26,επιστημονική μέθοδος δίνει ελπίδα σε όσους πάσχουν από αλτσχάιμερ,0
43309,2021-05-31,"κύπρος: πρωτιά αναστασιάδη με πτώση, ενίσχυση των μικρών",0
50310,2021-09-24,η ιδιωτικοποίηση οδηγεί σε κατάρρευση την μετοχή της δεη,0
35033,2021-01-12,κορονοϊός: στο τραπέζι νέα μέτρα για ανεμβολίαστους - εμπόριο,0
36627,2021-02-06,"ο εξωδικαστικός μηχανισμός, οι «παγίδες» και το φάσμα των εξώσεων",0
66792,2022-07-03,πώς να αποφύγουμε τον πυρηνικό πόλεμο,0
55215,2021-12-12,g7: αυστηρή προειδοποίηση σε ρωσία για την ουκρανία,0
51263,2021-10-11,όνειδος η στάση κυβέρνησης - μμε για επαναπροωθήσεις,0
43558,2021-06-05,υγειονομική βόμβα τα φροντιστήρια και τα κέντρα ξένων γλωσσών,0
67814,2022-07-22,ανεβαίνει η θερμοκρασία από σήμερα,0
49188,2021-09-07,100.000 δόσεις astrazeneca στη βόρεια μακεδονία,0
65253,2022-06-05,γιατί απομακρύνθηκαν οι επικεφαλής των τμημάτων ανθρωποκτονιών,0
44498,2021-06-19,γιαννάκος για θάνατο 56χρονης στα καλάβρυτα: τραγικές ελλείψεις,0
45982,2021-07-14,«βίος και πολιτεία» του β. τσιάρτα,0
49508,2021-09-12,στο παρίσι για θεραπεία η ιωάννα παλιοσπύρου,0
70560,2022-10-01,τήνος: έστειλαν ασθενή σε κτηνίατρο για ακτινογραφία,0
71245,2022-11-04,«ακροαριστερός» μόνο για την ερτ ο μελανσόν,0
38935,2021-03-17,τον ιούνιο ξεκινάει ο εμβολιασμός του γενικού πληθυσμού,0
46925,2021-07-30,τρεις γυναικοκτονίες σε τρεις μήνες,0
33221,2020-12-07,συνελήφθη 20χρονος για την πυρκαγιά στο πέραμα,0
71964,2022-12-07,«βραχυκύκλωμα» στο πρόγραμμα αντικατάστασης ηλεκτρικών συσκευών,0
38713,2021-03-12,honda: προηγμένες τεχνολογίες ασφαλείας με τεχνητή νοημοσύνη,0
47070,2021-08-02,η ικαρία ζαλίζει το μαξίμου,0
59354,2022-02-22,στέλνει στρατό ο πούτιν στο ντονμπάς,0
71101,2022-11-02,ο γιώργος βαρεμένος για τον μίμη δαρειώτη,0
39674,2021-03-30,kia ev6: το νέο ηλεκτρικό crossover που έρχεται από το μέλλον,0
67102,2022-07-07,πέθανε ο ηθοποιός τζέιμς κάαν,0
28059,2020-04-29,πρόεδρος ολμε: να μη γίνουν οι μαθητές πειραματόζωα,0
41550,2021-05-01,τ. θεοδωρικάκος: το πρώτο αίμα...,0
50507,2021-09-28,οι δώρες και η βία της ελληνικής πατριαρχίας,0
41011,2021-04-21,αφιέρωμα «μνήμες δικτατορίας» στην ταινιοθήκη της ελλάδος,0
37256,2021-02-16,delivery στον χιονιά: «κι όμως σήμερα κάποιοι παραγγέλνουν καφέ»,0
57121,2022-01-15,οικονόμου: καμία χώρα στην ευρώπη δεν συνταγογραφεί μαζικά τεστ,0
69301,2022-08-21,τα συγχαρητήρια του πολιτικού κόσμου στον λευτέρη πετρούνια,0
54447,2021-11-30,εξεταστική για τις λίστες πέτσα: τι απαντήσεις έδωσε ο πρόεδρος,0
25926,2020-01-05,η εργατική πρωτομαγιά και η «απεργία» του σεργκέι αϊζενστάιν,0
53894,2021-11-21,metoo: στον εισαγγελέα γνωστός ηθοποιός για 4 βιασμούς,0
57943,2022-01-27,χαμός στο twitter για τη νέα δημοσκόπηση: τρώνε τον... «άμπακους»,0
67551,2022-07-18,47χρονος ξυλοκοπήθηκε σε συναυλία των light και thug slime,0
53173,2021-11-10,ασφυξία σε δημοτικά σχολεία του ευόσμου εν μέσω covid-19,0
67441,2022-07-16,στις φλόγες μεγάλες εκτάσεις σε γαλλία και ισπανία,0
45814,2021-07-11,"αλέκος σακελλάριος, σφραγίζοντας την ελληνική κωμωδία",0
46539,2021-07-24,σοκαριστικό βίντεο: πήδηξε για bungee jumping χωρίς να την δέσουν,0
63675,2022-05-08,πασοκ-κιναλ για παρακολουθήσεις: η κυβέρνηση να ενημερώσει άμεσα,0
67098,2022-07-07,tvxs podcast: γιατί ο μητσοτάκης ταλαντεύεται για τις εκλογές,0
46473,2021-07-22,selfie με καταστροφικά αποτελέσματα,0
52632,2021-11-01,politico: αυξάνεται η αστυνομική βία εν μέσω lockdown στην ελλάδα,0
34459,2021-01-03,εταιρία αποσύρει τη χορηγία της από την τατιάνα στεφανίδου,0
50101,2021-09-21,στα 147 δισ. ευρώ τα χρέη νοικοκυριών και επιχειρήσεων,0
71842,2022-12-05,αντιμέτωπη με μπλακάουτ η εε,0
33816,2020-12-21,ο ευρωπαϊκός οργανισμός φαρμάκων ενέκρινε το εμβόλιο της pfizer,0
51407,2021-10-13,με νέες κινητοποιήσεις απαντά η ολμε στην απόφαση του εφετείου,0
43708,2021-06-07,τουρισμός και πανδημία: το δις εξαμαρτείν…,0
58819,2022-02-14,δολοφονία 7χρονου στην κυψέλη: «του έκλεισα το στόμα με μονωτική»,0
54666,2021-12-03,πέταγμα αετού: οι ταλιμπάν και η κυβέρνηση μητσοτάκη,0
69112,2022-08-18,ιταλία: σκληρή μάχη της κεντροαριστεράς με την άκρα δεξιά,0
32045,2020-08-12,τροπολογίες συριζα για τη στήριξη του προσωπικού της αστυνομίας,0
39928,2021-04-02,παρέμβαση εισαγγελέα για το «κορονοπάρτι» στη γαδα,0
49987,2021-09-20,"κλάιβ σινκλέρ, ο «πατέρας» των «home computers»",0
29959,2020-06-15,πανελλήνιες: μια ενοχλητική σύμπτωση,0
42000,2021-05-08,τόκιο 2020: αποκλεισμός για πρεβολαράκη στα 53κ πάλης,0
37968,2021-02-27,βραβείο ερμηνείας για την εξαιρετική ρεγκίνα κασέ στο σάντανς,0
40982,2021-04-20,"οι ταινίες της ημέρας, τρίτη 20 απριλίου",0
57525,2022-01-21,σχολεία: 6.566 θετικά σελφ τεστ ως χθες βράδυ,0
68229,2022-07-29,ισχυρός σεισμός στη ναύπακτο,0
28294,2020-05-05,η πολιτική αγωνία της επόμενης μέρας,0
54251,2021-11-27,μετάλλαξη όμικρον: σε προληπτική καραντίνα 5 έλληνες ταξιδιώτες,0
64872,2022-05-29,γιατί ο τσίπρας επέλεξε σβίγκου: το μήνυμα σε προεδρικούς,0
59026,2022-02-16,ουκρανία: όχι στην πολεμοκαπηλεία!,0
40997,2021-04-21,παυλάκης: πιθανό ένα τέταρτο κύμα κοροναϊού μέσα στο καλοκαίρι,0
55872,2021-12-22,η «όμικρον» μολύνει το μαξίμου,0
52592,2021-10-31,νίκος ανδρουλάκης: να προχωρήσει άμεσα ο υποχρεωτικός εμβολιασμός,0
68862,2022-08-13,ξυλοκόπησαν άγρια τον παγκόσμιο πρωταθλητή ακοντισμού,0
52706,2021-11-02,spiegel: απετράπη τρομοκρατική επίθεση στην ευρώπη,0
66114,2022-06-22,αποσύρει την υποψηφιότητα του ο καμίνης,0
37994,2021-02-28,η κατασκευή της πόλωσης και η πόλωση της κατασκευής,0
43831,2021-06-09,«ιχνευταί»: μετά την επίδαυρο για μία παράσταση στο ηρώδειο,0
49455,2021-09-11,τροπολογία από τον συριζα για τη νομική καθιέρωση του όρου,0
58414,2022-02-04,θεσσαλονίκη: το εντυπωσιακό γκράφιτι στη μνήμη του άλκη καμπανού,0
45234,2021-07-01,ποιος είναι ο... σαμάνος που εισέβαλε στο καπιτώλιο;,0
54600,2021-12-02,"κορονοϊός: 1.410 κρούσματα, 21 νεκροί, 293 διασωληνωμένοι",0
35719,2021-01-22,"κορονοϊός: 288 διασωληνωμένοι, 585 κρούσματα και 28 νεκροί",0
30273,2020-06-19,με «ευχές» αντιμετωπίζεται η έλλειψη παιδιάτρων στα νησιά,0
40176,2021-04-08,νέα φωτιά ξέσπασε στη ρόδο,0
58106,2022-01-30,εκπομπή tvxs.gr: τελικά υπάρχει κράτος; τι λέει το τραγούδι;,0
30560,2020-06-24,"εύκολα τα βλέπεις, δύσκολα τα κάνεις [βιντεο]",0
41527,2021-04-30,γερμανικό υπουργείο εξωτερικών για κυπριακό,0
39370,2021-03-24,ειδικευόμενοι γιατροί τζάνειου για κοροναϊό,0
38250,2021-03-05,o ναπολέων ήταν δεξιός ή αριστερός;,0
43853,2021-06-10,φουρθιώτης: στο νοσοκομείο με κάταγμα μετά την αποφυλάκισή του,0
69670,2022-08-26,τσίπρας σε μητσοτάκη: «εσείς δώσατε την εντολή»,0
44035,2021-06-12,για την όλγα και τον νίκο,0
25869,2020-01-04,κάποιοι δεν έχουν σπίτι για να μείνουν,0
65848,2022-06-18,το σύστημα ζητά από τον μητσοτάκη εκλογές τον σεπτέμβρη,0
68426,2022-08-02,η ανομία στα σύνορα της ελλάδας ως κυβερνητική πολιτική,0
30950,2020-06-30,επίθεση τσίπρα στην κυβέρνηση για την ευδαπ,0
63414,2022-05-04,πάτρα: «κλειδί» στις έρευνες ο θάνατος της ίριδας,0
55413,2021-12-15,θύμα σεξουαλικής επίθεσης κατέγραψε τον δράστη,0
48569,2021-08-27,ολοταχώς προς τον τοίχο με τον υποχρεωτικό εμβολιασμό,0
36142,2021-01-29,τσίπρας στο πολιτικό συμβούλιο του συριζα,0
32909,2020-11-07,η δημοκρατική ευρώπη καταγγέλλει τη ρατσιστική ελληνική κυβέρνηση,0
29472,2020-05-28,τα γκρίζα σημεία του ευρωπαϊκού «σχεδίου μάρσαλ»,0
55374,2021-12-14,μετάλλαξη όμικρον: η προειδοποίηση που και το εφιαλτικό σενάριο,0
67172,2022-07-08,γάζα: η χειρότερη κλιμάκωση βίας μετά από τον μάιο του 2021,0
65539,2022-06-13,συνάντηση κοβάτσεφκσι - ερντογάν: «άριστες οι σχέσεις των δύο,0
40396,2021-04-11,συνελήφθησαν σωφρονιστικοί υπάλληλοι που απεργούσαν,0
26309,2020-02-07,"κοροναϊός: 28 νέα κρούσματα, 3.458 συνολικά",0
33105,2020-12-05,την ανανέωση της θητείας στουρνάρα προτείνει η κυβέρνηση,0
68745,2022-08-07,η σιωπή του κκε για τη novartis,0
49930,2021-09-18,έφες: συνεχίζει με ίδια βάση,0
69936,2022-08-31,ισπανία: μωρό νεκρό από χαλαζόπτωση,0
41189,2021-04-24,πώς θα λειτουργήσουν τα κέντρα αισθητικής ,0
70338,2022-09-06,μια βραδιά αφιερωμένη στο έργο του νίκου κυπουργού,0
71118,2022-11-02,πώς η peugeot έφτασε από το 301 στο 308: 10 γενιές μοντέλων,0
36496,2021-02-04,«ανάληψη» της κεντρικής σκηνής του εθνικού θεάτρου από ηθοποιούς,0
55722,2021-12-20,μέγαρα: αγρια καταδίωξη με ένα τραυματία από αστυνομικά πυρά,0
60181,2022-03-06,"ταινίες της ημέρας: «πρώιμος» κουστουρίτσα, ελληνικό ντοκιμαντέρ",0
37204,2021-02-15,πως ο κ. μητσοτάκης «θα αλλάξει την πίστη» στη δυτική μακεδονία,0
52863,2021-11-04,διαγράφηκε από το σωματείο ελλήνων ηθοποιών o δημήτρης λιγνάδης,0
46211,2021-07-18,πρόταση για τη διεύρυνση του συριζα,0
72049,2022-12-08,εε: προς έγκριση εμβολίων για όμικρον τον σεπτέμβριο,0
37615,2021-02-22,δολοφονία malcolm x: νέα στοιχεία «εμπλέκουν» αστυνομία και fbi,0
29050,2020-05-22,solaris urbino electric: τα ηλεκτρικά λεωφορεία κερδίζουν έδαφος,0
27254,2020-04-16,«μένουμε σπίτι» με την ξεκαρδιστική κωμωδία  «η κομπίνα»,0
42270,2021-05-12,tvxs podcast: η εκπομπή του tvxs.gr κάνει στάση στην αφρική,0
40235,2021-04-08,"κορονοϊός : 2.856 κρούσματα, 16 θάνατοι, 192 διασωληνωμένοι",0
39917,2021-04-02,το twitter αποχαιρετάει τον παύλο σάμιο,0
60733,2022-03-19,ο έλληνας πρωθυπουργός στην κωνσταντινούπολη: αποτέλεσμα,0
49468,2021-09-11,εξαρθρώθηκε συμμορία ανηλίκων,0
66894,2022-07-04,τσιόδρας: μέχρι τον ιούνιο η πίεση από τον κορονοϊό θα υποχωρήσει,0
41006,2021-04-21,πάσχα στην πόλη χωρίς «ανάσταση»,0
55979,2021-12-24,«η ελλάδα εξοπλίζεται»,0
40777,2021-04-16,ασφυξία στις μεθ σε αθήνα - θεσσαλονίκη,0
54237,2021-11-27,"ευρωλίγκα, η ταυτότητα της 12ης αγωνιστικής",0
60133,2022-03-05,οργή στο twitter μετά την απόφαση της δίκης για τον ζακ,0
